Group,Region,Shop,Item Name,Dosh,Requirement
Life,Mount Snowpeak,Champion's House Paladin Life Store,Paladin Leg Guards (F),400,
Life,Mount Snowpeak,Champion's House Paladin Life Store,Paladin's Gauntlets,400,
Life,Mount Snowpeak,Champion's House Paladin Life Store,Paladin's Boots,400,
Life,Mount Snowpeak,Champion's House Paladin Life Store,Cape,800,
Life,Mount Snowpeak,Champion's House Paladin Life Store,Long Cape,8000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Short Cape,9800,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Rug,15000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Mat,20000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Dining Table,14000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Low Table,12000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Chest,16000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Cabinet,12000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Sofa,13000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Bed,19000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Curtains,17000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Chair,9000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Royal Wardrobe,23000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Castle Wall,4800,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Castle Floor,4000,Master: Paladin
Life,Mount Snowpeak,Champion's House Paladin Life Store,Block Floor,9000,Master: Paladin
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Resistance Aid,1200,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Resistance Spray,2000,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Bronze Ingot,80,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Iron Ingot,220,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Silver Ingot,360,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Gold Ingot,480,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Platinum Ingot,700,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Magma Ingot,500,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Marine Ingot,700,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Magic Ingot,700,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Fledgling's Hammer,440,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Bronze Hammer,1160,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Iron Hammer,2100,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Silver Hammer,3300,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Gold Hammer,5520,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Super Hammer,9200,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Flame Hammer,14900,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Blacksmith's Beanie,400,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Blacksmith's Cap,400,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Blacksmith's Shoes,400,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Furnace Apron (M),400,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Furnace Apron (F),400,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Inferno Helm,18000,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Inferno Armour,13000,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Inferno Leggings,14000,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Inferno Gauntlets,14000,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Inferno Boots,15200,Master: Blacksmith
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Block Floor,9000,
Life,Lava Cave Interior,Lava Cave Interior Blacksmith Life Store,Stone-Paved Floor,5000,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Power Aid,1200,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Power Spray,2000,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Castele Copper,40,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Plains Iron,80,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Port Puerto Silver,120,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Al Maajik Gold,160,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Platinum Ore,240,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Magma Ore,200,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Marine Ore,200,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Magic Ore,300,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Celestial Ore,400,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Minty Ore,40,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Quality Minty Ore,80,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Yellow Stone,500,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Blue Stone,1000,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Purple Stone,2000,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Ruby,2500,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Aquamarine,1500,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Topaz,1000,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Amethyst,1500,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Emerald,2800,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Sapphire,3000,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Beginner's Pickaxe,400,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Bronze Pickaxe,1000,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Iron Pickaxe,1800,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Silver Pickaxe,2900,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Gold Pickaxe,4800,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Lava Pickaxe,8000,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Mole Pickaxe,26000,Master: Blacksmith
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Miner's Cuirass,400,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Miner's Frock,400,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Rock Bottoms,400,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Miner Short-Shorts,400,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Miner's Helmet,400,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Miner's Puffy Helmet,400,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Miner's Mitts,400,
Life,Mount Snowpeak Summit,Royal Cabin Well Miner Life Store,Miner's Boots,400,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,HP Potion,60,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Hi-HP Potion,320,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,SP Potion,120,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Hi-SP Potion,440,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Life Cure,1500,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Panacea,1800,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Mini Bomb,300,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Medium Bomb,1000,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Mountain Spring Water,50,Bliss
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Smelt,220,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Icy Squid,360,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Redgill,240,Bliss
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Magmafish,480,Bliss
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Frosty Fish,440,Bliss
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Lava Prawn,420,Bliss
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Platinum Ore,240,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Fir Log,160,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Ruby,2500,Bliss
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Sapphire,3000,Bliss
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Frigid Headwear,4600,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Frigid Armour,5600,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Frigid Bottoms,4400,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Frigid Gloves,3000,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Frigid Boots,3000,
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Flame Hood,10000,Bliss
Other,Mount Snowpeak Summit,Mount Snowpeak Summit Travelling Seller,Flame Robe,12000,Bliss
Port Puerto,Port Puerto Beach District,Bartender,Summer Nectar,500,
Port Puerto,Port Puerto Beach District,Bartender,Barley Juice,600,
Port Puerto,Port Puerto Beach District,Bartender,Little Shell,60,
Port Puerto,Port Puerto Beach District,Bartender,Pretty Coral,40,
Port Puerto,Port Puerto Beach District,Bartender,Glittering Coral,360,Bliss
Port Puerto,Port Puerto Beach District,Bartender,Flower Hairclip,2400,
Port Puerto,Port Puerto Beach District,Bartender,Diving Mask,6400,
Port Puerto,Port Puerto Marina,Port Puerto Butcher,Mutton,40,
Port Puerto,Port Puerto Marina,Port Puerto Butcher,Bird Meat,60,
Port Puerto,Port Puerto Marina,Port Puerto Butcher,Beef,100,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Butcher,Eggs,20,
Port Puerto,Port Puerto Marina,Port Puerto Butcher,Big Egg,600,
Port Puerto,Port Puerto Marina,Port Puerto Butcher,Royal Eggs,60,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Butcher,Cows' Milk,20,
Port Puerto,Port Puerto Marina,Port Puerto Butcher,Extra Creamy Milk,60,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Fishmonger,Sardine,140,
Port Puerto,Port Puerto Marina,Port Puerto Fishmonger,Squid,180,
Port Puerto,Port Puerto Marina,Port Puerto Fishmonger,Prawn,240,
Port Puerto,Port Puerto Marina,Port Puerto Fishmonger,Tuna,300,
Port Puerto,Port Puerto Marina,Port Puerto Fishmonger,Flying Fish,320,
Port Puerto,Port Puerto Marina,Port Puerto Fishmonger,Puerto Bream,600,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Fishmonger,Parasol Fish,800,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Cabbage,40,
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Bell Pepper,40,
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Aubergine,40,
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Tomato,30,
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Broccoli,40,
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Port Town Orange,50,
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Southern Papaya,60,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Beach Watermelon,150,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Grassy Plains Barley,20,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Port Rice,20,
Port Puerto,Port Puerto Marina,Port Puerto Greengrocer,Maajik Beans,20,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Dandelion Puff,10,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Sunny Puff,80,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Straw Thread,40,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Silk Thread,80,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Marine Thread,120,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Sheep Fleece,40,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Goat Fleece,160,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Dandelion Cotton,40,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Sunny Cotton,320,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Woven Straw Fabric,160,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Silk,320,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Marine Silk,480,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Wool,160,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Cashmere,640,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Wooden Buttons,40,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Metal Buttons,80,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Seashell Buttons,100,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Cute Ribbon,40,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Fancy Ribbon,80,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Wonderful Ribbon,1000,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,String,40,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Wonderful String,1000,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Iron Needle,1440,
Port Puerto,Port Puerto Marina,Port Puerto Buttonhook,Silver Needle,2300,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Plains Iron,80,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Port Puerto Silver,120,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Minty Ore,40,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Quality Minty Ore,80,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Iron Ingot,220,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Silver Ingot,360,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Yellow Stone,500,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Blue Stone,1000,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Purple Stone,2000,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Aquamarine,1500,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Amethyst,1500,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Iron Pickaxe,1800,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Silver Pickaxe,2900,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Iron Hammer,2100,
Port Puerto,Port Puerto Marina,Port Puerto Ores & Metals,Silver Hammer,3300,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Pine Log,80,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Palm Log,100,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Mangrove Log,160,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Pine Beam,240,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Palm Beam,300,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Mangrove Beam,450,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Pine Nuts,20,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Palm Nuts,40,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Leather String,80,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Animal Hide,120,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Beast Hide,600,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Snake Scales,200,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Fish Scales,400,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Pine Axe,1900,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Palm Axe,3045,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Pine Saw,1980,
Port Puerto,Port Puerto Marina,Port Puerto Woods & Leather,Palm Saw,3190,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Iron Dagger,640,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Silver Dagger,2000,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Iron Sword,1600,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Silver Sword,3600,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Azure Rose,10000,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Iron Claymore,1800,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Silver Claymore,3800,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Pine Bow,1800,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Palm Bow,2400,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Orca Bow,12000,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Pine Staff,2500,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Palm Staff,3500,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Mooncrest Staff,12000,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Iron Shield,2000,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Silver Shield,3600,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Rose Shield,8200,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Mermaid Mail,3200,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Shell Armour,4400,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Mermaid Leggings,2200,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Shell Bottoms,4200,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Mermaid Helm,2400,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Shellmet,4000,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Mermaid Gloves,2100,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Shell Gauntlets,3800,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Mermaid Boots,2200,
Port Puerto,Port Puerto Marina,Port Puerto Fine Arms,Shell Boots,3900,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Healweed,10,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Alcheweed,20,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Arch Alcheweed,200,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Vitalweed,30,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Cureweed,20,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Lifeweed,40,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Saltless Seawater,100,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Grassland Honey,10,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Plateau Honey,30,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Pine Nuts,20,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Palm Nuts,40,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Antidote Berries,10,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Antistun Berries,20,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Wakeup Berries,40,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Rejuvenating Berries,100,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Combustible Powder,270,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Little Shell,60,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Durable Shell,300,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Turtle Shell,100,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Thick Shell,240,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Pretty Coral,40,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Stunning Coral,180,Bliss
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Suspicious Object,200,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Scrap of Cloth,10,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Port Puerto Bloom,40,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Inventor's Flask,3400,
Port Puerto,Port Puerto Marina,Port Puerto Odds & Ends,Bubbling Flask,5200,
Port Puerto,Port Puerto Marina,Eyepatch and Cutlass Bar,Southern Papaya,60,
Port Puerto,Port Puerto Marina,Eyepatch and Cutlass Bar,Barley Juice,600,
Port Puerto,Port Puerto Marina,Eyepatch and Cutlass Bar,Steak,500,
Port Puerto,Port Puerto Marina,Eyepatch and Cutlass Bar,Rice-Stuffed Squid,900,
Port Puerto,Port Puerto Marina,Eyepatch and Cutlass Bar,Pirate Gumbo,7000,Bliss
Port Puerto,Port Puerto Marina,Eyepatch and Cutlass Bar,Grilled Tuna Head,700,
Port Puerto,Port Puerto Marina,Eyepatch and Cutlass Bar,Swordfish Head,7500,Bliss
Port Puerto,Port Puerto Marina,Eyepatch and Cutlass Bar,Giant Fried Egg,1000,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Blue Dining Table,500,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,White Dining Table,500,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Tiled Dining Table,3800,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Dining Table,5800,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Tiled Low Table,3000,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Low Table,4000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Blue Chair,400,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,White Chair,400,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Port Town Chair,2400,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Chair,2000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Port Town Couch,3200,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Bench,4600,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Port Town Wardrobe,4000,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Wardrobe,5500,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Tiled Chest,4200,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Chest,4200,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Tiled Cabinet,3000,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Cabinet,3200,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Blue Bed,800,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,White Bed,800,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Port Town Bed,4200,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Berth,6000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Lace Curtains,4000,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Ship Window,6000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Port Town Rug,5000,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Ship Deck Rug,13000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Port Town Mat,3800,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Mat,10000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Simple Wall: Blue,1200,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Simple Wall: White,1200,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Plaster Wall,1600,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Concrete Wall,4000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Ship Wall,9000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Simple Floor: Blue,1200,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Simple Floor: White,1200,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Marine Floor,2500,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Concrete Floor,4000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Pirate Ship Floor,8000,Bliss
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Yucca,2000,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Bottles,300,
Port Puerto,Port Puerto Palace Way,Port Puerto Furniture Store,Barrel,1200,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,HP Potion,60,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Hi-HP Potion,320,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Healing Powder,1000,Bliss
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,SP Potion,120,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Hi-SP Potion,440,Bliss
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Energy Powder,1200,Bliss
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Poison Antidote,120,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Stun Antidote,160,
Port Puerto,Port Puerto Palace Way,Snoot's Emporium Item Goods,Sleep Antidote,200,
